parentEventID,eventID,island,locality,eventDate,maximumDepthInMeters,decimalLatitude,decimalLongitude,georeferenceProtocol,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,geodeticDatum,verbatimCoordinateSystem,Country,countryCode
BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007,BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007_39,Trindade,Praia da Calheta,2007,8,-20.506512,-29.31243,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Northeast_Point_2015,BR:PELD-ILOC:Ascension_Northeast_Point_2015_39,Ascension,Northeast Point,2015-8-24,7,-7.911452,-14.332353,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007,BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007_40,Trindade,Praia da Calheta,2007,8,-20.506512,-29.31243,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Northeast_Point_2015,BR:PELD-ILOC:Ascension_Northeast_Point_2015_40,Ascension,Northeast Point,2015-8-24,8,-7.911452,-14.332353,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007,BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007_41,Trindade,Praia da Calheta,2007,10,-20.506512,-29.31243,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Northeast_Point_2015,BR:PELD-ILOC:Ascension_Northeast_Point_2015_41,Ascension,Northeast Point,2015-8-24,7,-7.911452,-14.332353,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007,BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007_42,Trindade,Praia da Calheta,2007,9,-20.506512,-29.31243,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Northeast_Point_2015,BR:PELD-ILOC:Ascension_Northeast_Point_2015_42,Ascension,Northeast Point,2015-8-24,7,-7.911452,-14.332353,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_43,Trindade,Tartarugas Trindade,2007,4,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Northeast_Point_2015,BR:PELD-ILOC:Ascension_Northeast_Point_2015_43,Ascension,Northeast Point,2015-8-24,7,-7.911452,-14.332353,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_44,Trindade,Tartarugas Trindade,2007,4,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Northeast_Point_2015,BR:PELD-ILOC:Ascension_Northeast_Point_2015_44,Ascension,Northeast Point,2015-8-24,8,-7.911452,-14.332353,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_45,Trindade,Tartarugas Trindade,2007,6,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Northeast_Point_2015,BR:PELD-ILOC:Ascension_Northeast_Point_2015_45,Ascension,Northeast Point,2015-8-24,7,-7.911452,-14.332353,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_46,Trindade,Tartarugas Trindade,2007,6,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Northeast_Point_2015,BR:PELD-ILOC:Ascension_Northeast_Point_2015_46,Ascension,Northeast Point,2015-8-24,6,-7.911452,-14.332353,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_47,Trindade,Tartarugas Trindade,2007,5,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Northeast_Point_2015,BR:PELD-ILOC:Ascension_Northeast_Point_2015_47,Ascension,Northeast Point,2015-8-24,7,-7.911452,-14.332353,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_48,Trindade,Tartarugas Trindade,2007,5,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Northeast_Point_2015,BR:PELD-ILOC:Ascension_Northeast_Point_2015_48,Ascension,Northeast Point,2015-8-24,8,-7.911452,-14.332353,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_49,Trindade,Tartarugas Trindade,2007,5,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Northeast_Point_2015,BR:PELD-ILOC:Ascension_Northeast_Point_2015_49,Ascension,Northeast Point,2015-8-24,7,-7.911452,-14.332353,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_50,Trindade,Tartarugas Trindade,2007,5,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Northeast_Point_2015,BR:PELD-ILOC:Ascension_Northeast_Point_2015_50,Ascension,Northeast Point,2015-8-24,7,-7.911452,-14.332353,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_51,Trindade,Tartarugas Trindade,2007,5,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Northeast_Point_2015,BR:PELD-ILOC:Ascension_Northeast_Point_2015_51,Ascension,Northeast Point,2015-8-24,7,-7.911452,-14.332353,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_52,Trindade,Tartarugas Trindade,2007,10,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Guano_Jetty_2015,BR:PELD-ILOC:Ascension_Guano_Jetty_2015_52,Ascension,Guano Jetty,2015-8-24,12,-7.892485,-14.386745,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_53,Trindade,Tartarugas Trindade,2007,10,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Guano_Jetty_2015,BR:PELD-ILOC:Ascension_Guano_Jetty_2015_53,Ascension,Guano Jetty,2015-8-24,11,-7.892485,-14.386745,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_54,Trindade,Tartarugas Trindade,2007,12,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Guano_Jetty_2015,BR:PELD-ILOC:Ascension_Guano_Jetty_2015_54,Ascension,Guano Jetty,2015-8-24,7,-7.892485,-14.386745,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_55,Trindade,Tartarugas Trindade,2007,12,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Comfortless_Cove_2015,BR:PELD-ILOC:Ascension_Comfortless_Cove_2015_55,Ascension,Comfortless Cove,2015-8-25,6,-7.911475,-14.404234,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_56,Trindade,Tartarugas Trindade,2007,12,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Comfortless_Cove_2015,BR:PELD-ILOC:Ascension_Comfortless_Cove_2015_56,Ascension,Comfortless Cove,2015-8-25,6,-7.911475,-14.404234,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_57,Trindade,Tartarugas Trindade,2007,14,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Comfortless_Cove_2015,BR:PELD-ILOC:Ascension_Comfortless_Cove_2015_57,Ascension,Comfortless Cove,2015-8-25,4,-7.911475,-14.404234,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007,BR:PELD-ILOC:Trindade_Tartarugas_Trindade_2007_58,Trindade,Tartarugas Trindade,2007,14,-20.514895,-29.30271,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Comfortless_Cove_2015,BR:PELD-ILOC:Ascension_Comfortless_Cove_2015_58,Ascension,Comfortless Cove,2015-8-25,5,-7.911475,-14.404234,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007,BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007_59,Trindade,Praia da Calheta,2007,12,-20.506512,-29.31243,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Comfortless_Cove_2015,BR:PELD-ILOC:Ascension_Comfortless_Cove_2015_59,Ascension,Comfortless Cove,2015-8-25,4,-7.911475,-14.404234,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007,BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007_60,Trindade,Praia da Calheta,2007,14,-20.506512,-29.31243,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Comfortless_Cove_2015,BR:PELD-ILOC:Ascension_Comfortless_Cove_2015_60,Ascension,Comfortless Cove,2015-8-25,4,-7.911475,-14.404234,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007,BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007_61,Trindade,Praia da Calheta,2007,13,-20.506512,-29.31243,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Ascension_Comfortless_Cove_2015,BR:PELD-ILOC:Ascension_Comfortless_Cove_2015_61,Ascension,Comfortless Cove,2015-8-25,4,-7.911475,-14.404234,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007,BR:PELD-ILOC:Trindade_Praia_da_Calheta_2007_62,Trindade,Praia da Calheta,2007,15,-20.506512,-29.31243,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
