Samples,Locality,Sites,Reef,Lon,Lat,Depth,calcareous.turf,crostose.coralline.algae,Millepora.alcicornis,Phallusia.nigra,Cirripedia,Jania.Amphiroa,Astrangia.Phyllangia,Areia.e.Cascalho,Cianobacterias,Desconhecido,Dictyopteris,Dictyota.sp,Incrusting.sponge,Millepora.incrusting,Mussismilia.hispida,calcareous.articulate.algae,foliaceous.algae,Palythoa.caribaeorum,Porites.astreoides,Quadrado,Sargassum.sp,Siderastrea.spp,Sombra,Agaricia.fragilis,Agaricia.humilis,Halimeda,Mussismilia.harttii,ouriço1,Bryopsis.pennata,Ascidea.colonial,Outro.hydrozoa,Parazoanthus.cf.axinellae,Champia.parvula,Millepora.sp,Muriceopsis.sulphurea,Agaricia.sp,Millepora.nitida,Porites.branneri,Porites.sp,Caulerpa.sp,Caulerpa.verticillata,Dictyopteris.plagiogramma,Massive.sponge,Montastraea.cavernosa,corticated.algae,green.filamentous.algae,Outro.crustaceo,Padina.sp,Papilate.sponge,Poliqueta,Favia.gravida,Mussismilia.leptophylla,Mussismilia.braziliensis,Outro.anthozoa,Stypopodium,Tubular.sponge,Udotea,Ventricaria.ventricosa,Caulerpa.racemosa,Estrela,Peyssonnelia,Anemona,Arborescent.sponge,Botrylloides.nigrum,Carijoa.riisei,Codium.spp,Galaxaura.sp,Gelidium.floridanum,Lobophora.variegata,Macrorhynchia.philippina,Madracis.decactis,Mussismilia.spp,ouriço2,Outra.ascidia,leathery.algae,Schizoporella.sp,Didemnum.perlucidum,Heterogorgia,Idiellana.pristis,Leptogorgia.sp,Octocoral.another,Trididemnum,Ulvophyceae,Codium.intertextum,Colpomenia.sinuosa,Palythoa.variabilis,Globular.sponge,Zoanthus.sociatus,Meandrina.brasiliensis,Outro.echinoderma,Phyllogorgia.dilatata,Plexaurella.grandiflora,Plexaurella.regia,Octhodes.secundiramea,Crinóide,Gelidiella.acerosa,Muricea.flamma,Protopalythoa,Didemnum,Ophiothela.mirabilis,Gelidiopsis,Hypnea.musciformis,Laurencia.sp,Wrangelia,Digenia.sp.,Chaetomorpha.sp,Tricleocarpa.cylindrica
Conceicao/Fundo_FIlmagem2/,noronha,conceicao,rocky,-32.414963,-3.83904,8-15m,0.14,0,0,0,0,0,0,0,0,0,0.012,0.296,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Fundo_FIlmagem3/,noronha,conceicao,rocky,-32.414963,-3.83904,8-15m,0.12,0,0,0,0,0,0,0.024,0,0.008,0.816,0.024,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_031011_Gui_Video1/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.132,0,0,0,0,0,0,0.152,0,0.016,0,0.06,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_041011_Renato_Raso_Video1/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.012,0.008,0,0,0,0,0,0,0,0,0.284,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_041011_Renato_Raso_Video2/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.276,0,0,0,0,0,0,0.548,0,0,0.084,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_041011_Thiago_Raso_Video1/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.053333333,0,0,0,0,0,0,0,0,0,0.083333333,0.843333333,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_041011_Thiago_Raso_Video2_nao/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.212,0,0,0,0,0,0,0,0,0,0.216,0.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0.108,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_051011_Gui_Raso_Video1/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.016,0,0,0,0,0,0,0.488,0,0,0.16,0.284,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_051011_Gui_Raso_Video2/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.312,0,0,0,0,0,0,0.228,0,0.004,0.204,0.24,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_051011_Gui_Raso_Video3/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.46,0,0,0,0,0,0,0.184,0.016,0.008,0.136,0.148,0,0,0,0.008,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_051011_Gui_Raso_Video4/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.264,0,0,0,0,0,0,0.316,0,0.004,0.008,0.316,0,0,0.028,0,0,0,0.012,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_051011_Gui_Raso_Video5/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.024,0,0,0,0,0,0,0.408,0,0,0.02,0.44,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_051011_Thiago_Raso_Video2/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.464,0,0,0,0,0,0,0,0,0,0.116,0.416,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_Filmagem1/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.036,0,0,0,0,0,0,0,0,0.012,0.136,0.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_Filmagem2/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.056,0,0,0,0,0,0,0.032,0,0.012,0.144,0.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conceicao/Raso_Filmagem4/,noronha,conceicao,rocky,-32.414963,-3.83904,1-7m,0.492,0,0,0,0,0,0,0.208,0,0,0.112,0.16,0,0,0,0,0,0,0,0.008,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_071011_Cam_out_Video1/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0.904,0,0,0,0,0,0,0.012,0,0.012,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_071011_Thiago_Video1/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0.868,0.004,0,0,0,0,0,0.04,0,0.004,0.068,0,0.004,0,0,0,0.004,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_071011_Thiago_Video2/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0.868,0,0,0,0,0,0,0,0,0.028,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_071011_Thiago_Video3/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0.736,0,0,0,0,0,0,0.128,0,0.008,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_071011_Thiago_Video4/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0.716,0,0,0,0,0,0,0.092,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_071011_Thiago_Video5/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0.288,0.016,0,0,0,0,0,0.36,0,0,0.092,0.196,0,0,0,0,0,0,0,0.008,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_071011_Thiago_Video6/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0.184,0.056,0,0,0,0,0,0.18,0,0.004,0.096,0.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_071011_Thiago_Video7/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0.588,0.008,0,0,0,0,0,0.12,0,0.012,0.2,0.028,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_091011_Gui_Video1/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0,0.02,0,0,0,0,0,0.32,0,0,0.016,0.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_091011_Gui_Video2/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0,0,0,0,0,0,0,0.604,0,0,0.08,0.268,0,0,0,0.02,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_091011_Gui_Video3/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0.12,0,0,0,0,0,0,0.332,0,0,0.008,0.528,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_091011_Gui_Video4/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0,0.008,0,0,0,0,0,0.388,0,0,0.132,0.388,0.004,0,0,0,0,0,0,0,0.076,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_091011_Gui_Video5/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0.004,0.072,0,0,0,0,0,0.72,0,0,0.084,0.092,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sueste/Esq_091011_Gui_Video6/,noronha,sueste,rocky,-32.422785,-3.86684,1-7m,0.508,0.044,0,0,0,0,0,0,0,0.012,0.204,0.116,0,0,0,0,0,0,0,0.004,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/12/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.512,0.128,0,0,0,0,0,0,0.088,0.044,0,0,0,0,0,0,0.004,0,0,0.024,0,0.104,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/13/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.276,0.272,0.072,0,0,0,0,0,0.12,0.012,0,0,0,0,0,0,0,0,0,0.02,0,0.056,0.008,0,0.012,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/14/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.34,0.208,0,0.004,0,0,0,0,0.092,0.004,0,0,0,0,0.04,0,0.012,0,0,0.056,0,0.044,0.02,0,0.004,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/15/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.536,0.088,0.024,0,0,0,0,0,0.008,0.008,0,0,0,0,0.072,0,0,0.004,0.04,0.048,0,0.104,0.008,0,0.024,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/17/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.224,0.216,0,0,0,0,0,0,0.064,0.012,0,0.008,0.004,0,0,0,0,0.204,0.048,0.032,0,0.028,0,0,0.016,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/23_ide/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.36,0.052,0,0,0,0,0,0.076,0.012,0,0,0,0.016,0,0,0,0,0.052,0.156,0.06,0,0.192,0.004,0,0.008,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/24_ide/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.292,0.092,0,0,0,0,0,0.012,0.148,0,0,0,0,0,0.012,0,0,0.272,0,0,0,0.016,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/25_ju/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.356,0.072,0,0,0,0,0,0,0.252,0.024,0,0,0.016,0,0,0,0,0.016,0,0,0,0.064,0.012,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/3/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.184,0.108,0,0,0.016,0,0,0.064,0.184,0,0,0,0,0,0,0,0,0.384,0,0.008,0,0.008,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/5/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.136,0.26,0,0,0,0,0,0.124,0.016,0,0,0,0.004,0,0,0,0,0.428,0,0.004,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/6/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.216,0.092,0,0,0,0,0,0.064,0.252,0.044,0,0,0,0,0,0,0,0,0,0.02,0,0.056,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/7/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.428,0.072,0,0,0,0,0,0,0.168,0.008,0,0,0,0,0,0,0,0,0,0.004,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/8/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.296,0.156,0,0,0,0,0,0,0.252,0.004,0,0,0,0,0,0,0,0,0,0.048,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapeirões_04_03_2010/9/,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.532,0.104,0,0,0,0,0,0.172,0.136,0.004,0,0,0.028,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,abrolhos,chapeirao,biogenic,-38.6625,-17.96277778,1-7m,0.076,0.06,0,0.004,0,0,0,0.04,0.208,0.008,0,0,0,0,0,0.04,0,0.38,0.012,0.004,0,0.028,0.004,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
